time="2026-09-05T08:54:47Z" level=warning msg="/home/runner/work/hms-nightly-integration/hms-nightly-integration/hms-simulation-environment/docker-compose.yaml: the attribute `version` is obsolete, it will be ignored, please remove it to avoid potential confusion"
time="2026-09-05T08:54:47Z" level=warning msg="/home/runner/work/hms-nightly-integration/hms-nightly-integration/hms-simulation-environment/docker-compose.hardware.yaml: the attribute `version` is obsolete, it will be ignored, please remove it to avoid potential confusion"
cray-reds-1  | 2026/09/05 08:24:28 Starting reds
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node0/Memory/DIMM10 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node0/Memory/DIMM11 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/ResetActionInfo HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Chassis/Node1/Controls HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:root:PowerAPI init called
x1000c0s4b1-1                   | INFO:root:PowerAPI GET called
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Chassis/Node1/Controls/NodePowerLimit HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Chassis/Node1/Power HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Chassis/Node1/NetworkAdapters HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Chassis/Node1/NetworkAdapters/HPCNet0 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/EthernetInterfaces HTTP/1.1" 200 -
x1000c0s2b0-1                   | DEBUG:root:Send succeeded
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.32 - - [05/Sep/2026 08:28:40] "POST /redfish/v1/Systems/Node1/Actions/ComputerSystem.Reset HTTP/1.1" 200 -
x1000c0s2b0-1                   | DEBUG:root:Sending event
x1000c0s2b0-1                   | DEBUG:root:{'@odata.context': '/redfish/v1/$metadata#Event.Event', '@odata.type': '#Event.v1_3_1.Event', '@odata.id': '/redfish/v1/EventService/Events', 'Id': '1', 'Name': 'Event Array', 'Events@odata.count': 1, 'Events': [{'@odata.id': '/redfish/v1/EventService/Events/1', 'EventId': '1', 'EventType': '', 'EventTimestamp': '2026-09-05T08:28:40.228057', 'Severity': 'OK', 'Message': 'The power state of resource /redfish/v1/Systems/Node1 has changed to type Off.', 'MessageArgs': ['/redfish/v1/Systems/Node1', 'Off'], 'MessageId': 'CrayAlerts.1.0.ResourcePowerStateChanged', 'OriginOfCondition': {'@odata.id': '/redfish/v1/Systems/Node1'}, 'Context': 'x1000c0s2b0'}], 'Context': 'x1000c0s2b0'}
x1000c0s2b0-1                   | DEBUG:root:Send succeeded
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.44 - - [05/Sep/2026 08:28:45] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.32 - - [05/Sep/2026 08:28:59] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.32 - - [05/Sep/2026 08:28:59] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.32 - - [05/Sep/2026 08:28:59] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.44 - - [05/Sep/2026 08:29:15] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:root:SubscriptionCollectionAPI init called
x1000c0s2b0-1                   | INFO:root:SubscriptionCollectionAPI GET called
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.21 - - [05/Sep/2026 08:29:23] "GET /redfish/v1/EventService/Subscriptions HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:root:SubscriptionAPI init called
x1000c0s2b0-1                   | INFO:root:SubscriptionAPI GET called
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.21 - - [05/Sep/2026 08:29:23] "GET /redfish/v1/EventService/Subscriptions/1 HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.21 - - [05/Sep/2026 08:29:23] "[33mGET /redfish/v1/Registries/iLO HTTP/1.1[0m" 404 -
x1000c0s2b0-1                   | INFO:root:SubscriptionCollectionAPI init called
x1000c0s2b0-1                   | INFO:root:SubscriptionCollectionAPI GET called
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.21 - - [05/Sep/2026 08:29:23] "GET /redfish/v1/EventService/Subscriptions HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:root:SubscriptionAPI init called
x1000c0s2b0-1                   | INFO:root:SubscriptionAPI GET called
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.21 - - [05/Sep/2026 08:29:23] "GET /redfish/v1/EventService/Subscriptions/1 HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.21 - - [05/Sep/2026 08:29:23] "[33mGET /redfish/v1/Registries/iLO HTTP/1.1[0m" 404 -
x1000c0s2b0-1                   | INFO:root:SubscriptionAPI init called
x1000c0s2b0-1                   | INFO:root:SubscriptionAPI GET called
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.21 - - [05/Sep/2026 08:29:23] "GET /redfish/v1/EventService/Subscriptions/2 HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.21 - - [05/Sep/2026 08:29:23] "[33mGET /redfish/v1/Registries/iLO HTTP/1.1[0m" 404 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.32 - - [05/Sep/2026 08:29:29] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.32 - - [05/Sep/2026 08:29:29] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.32 - - [05/Sep/2026 08:29:29] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.44 - - [05/Sep/2026 08:29:42] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.32 - - [05/Sep/2026 08:29:59] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.32 - - [05/Sep/2026 08:29:59] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.32 - - [05/Sep/2026 08:29:59] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.44 - - [05/Sep/2026 08:30:08] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.32 - - [05/Sep/2026 08:30:29] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.32 - - [05/Sep/2026 08:30:29] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.32 - - [05/Sep/2026 08:30:29] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.44 - - [05/Sep/2026 08:30:39] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.32 - - [05/Sep/2026 08:30:59] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.32 - - [05/Sep/2026 08:30:59] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.32 - - [05/Sep/2026 08:30:59] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:root:SubscriptionCollectionAPI init called
x1000c0s2b0-1                   | INFO:root:SubscriptionCollectionAPI GET called
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.21 - - [05/Sep/2026 08:31:03] "GET /redfish/v1/EventService/Subscriptions HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:root:SubscriptionAPI init called
x1000c0s2b0-1                   | INFO:root:SubscriptionAPI GET called
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.21 - - [05/Sep/2026 08:31:03] "GET /redfish/v1/EventService/Subscriptions/1 HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.21 - - [05/Sep/2026 08:31:03] "[33mGET /redfish/v1/Registries/iLO HTTP/1.1[0m" 404 -
x1000c0s2b0-1                   | INFO:root:SubscriptionCollectionAPI init called
x1000c0s2b0-1                   | INFO:root:SubscriptionCollectionAPI GET called
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.21 - - [05/Sep/2026 08:31:03] "GET /redfish/v1/EventService/Subscriptions HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:root:SubscriptionAPI init called
x1000c0s2b0-1                   | INFO:root:SubscriptionAPI GET called
cray-smd-postgres-1             | The files belonging to this database system will be owned by user "postgres".
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.21 - - [05/Sep/2026 08:31:03] "GET /redfish/v1/EventService/Subscriptions/1 HTTP/1.1" 200 -
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.21 - - [05/Sep/2026 08:31:03] "[33mGET /redfish/v1/Registries/iLO HTTP/1.1[0m" 404 -
x1000c0s2b0-1                   | INFO:root:SubscriptionAPI init called
x1000c0s2b0-1                   | INFO:root:SubscriptionAPI GET called
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/EthernetInterfaces/HPCNet0 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/EthernetInterfaces/ManagementEthernet HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/Processors HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/Processors/CPU0 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/Processors/CPU1 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/Memory HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/Memory/DIMM0 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/Memory/DIMM1 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/Memory/DIMM2 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/Memory/DIMM6 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/Memory/DIMM3 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/Memory/DIMM8 HTTP/1.1" 200 -
cray-smd-postgres-1             | This user must also own the server process.
x1000c0s2b0-1                   | INFO:werkzeug:172.18.0.21 - - [05/Sep/2026 08:31:03] "GET /redfish/v1/EventService/Subscriptions/2 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/Memory/DIMM14 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/Memory/DIMM15 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/Memory/DIMM5 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/Memory/DIMM7 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/Memory/DIMM9 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/Memory/DIMM10 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/Memory/DIMM11 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/Memory/DIMM4 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/Memory/DIMM12 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.43 - - [05/Sep/2026 08:25:17] "GET /redfish/v1/Systems/Node1/Memory/DIMM13 HTTP/1.1" 200 -
x1000c0s4b1-1                   | INFO:werkzeug:172.18.0.32 - - [05/Sep/2026 08:25:28] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
cray-capmc-1                    | 2026/09/05 08:24:28 capmcd.go:546: Info: Connection to secure store (Vault) succeeded
cray-capmc-1                    | 2026/09/05 08:26:09 capmcd.go:170: Info: <-- 172.18.0.40:44090 HTTP GET /capmc/v1/health
cray-capmc-1                    | 2026/09/05 08:26:09 [DEBUG] GET http://cray-smd:27779/hsm/v2/service/ready
cray-capmc-1                    | 2026/09/05 08:26:09 capmcd.go:195: Info: --> 172.18.0.40:44090 HTTP 200 OK GET /capmc/v1/health (34.876506ms)
cray-capmc-1                    | 2026/09/05 08:26:09 capmcd.go:170: Info: <-- 172.18.0.40:44122 HTTP POST /capmc/v1/get_xname_status
cray-capmc-1                    | 2026/09/05 08:26:09 xnamectl.go:311: Info: no status source specified using Redfish
cray-capmc-1                    | 2026/09/05 08:26:09 xnamectl.go:396: Info: Xname power command: status, filter: show_all, xnames: [all]
cray-capmc-1                    | 2026/09/05 08:26:09 [DEBUG] GET http://cray-smd:27779/hsm/v2/State/Components?state=Halt&state=Off&state=On&state=Ready&state=Standby&type=CabinetPDUPowerConnector&type=CabinetPDUOutlet&type=Chassis&type=RouterModule&type=HSNBoard&type=ComputeModule&type=Node
cray-capmc-1                    | 2026/09/05 08:26:09 [DEBUG] GET http://cray-smd:27779/hsm/v2/Inventory/ComponentEndpoints?id=x3000c0s5b0n0&id=x3000c0s6b0n0&id=x1000c0s1b0n0&id=x1000c0s1b0n1&id=x1000c0s7b0n0&id=x1000c0s7b0n1&id=x1000c0s2b0n0&id=x1000c0s2b0n1&id=x1000c0s4b0n0&id=x1000c0s4b0n1&id=x1000c0s7b1n0&id=x1000c0s7b1n1&id=x1000c0s3b0n0&id=x1000c0s3b0n1&id=x1000c0&id=x1000c0s0&id=x1000c0s2&id=x1000c0s4&id=x1000c0r3&id=x1000c0s1&id=x1000c0s6&id=x1000c0s5&id=x1000c0r1&id=x1000c0r5&id=x1000c0r7&id=x1000c0s3&id=x1000c0s7&id=x1000c0s5b1n0&id=x1000c0s5b1n1&id=x1000c0s4b1n1&id=x1000c0s4b1n0&id=x1000c0s6b1n0&id=x1000c0s6b1n1&id=x1000c0s0b0n0&id=x1000c0s0b0n1&id=x1000c0s0b1n0&id=x1000c0s0b1n1&id=x1000c0s3b1n0&id=x1000c0s3b1n1&id=x1000c0s2b1n0&id=x1000c0s2b1n1&id=x1000c0s1b1n0&id=x1000c0s1b1n1&id=x1000c0s5b0n0&id=x1000c0s5b0n1&id=x1000c0s6b0n0&id=x1000c0s6b0n1
cray-capmc-1                    | 2026/09/05 08:26:09 [DEBUG] POST http://cray-power-control:28007/power-status
cray-capmc-1                    | 2026/09/05 08:26:09 capmcd.go:195: Info: --> 172.18.0.40:44122 HTTP 200 OK POST /capmc/v1/get_xname_status (27.61508ms)
cray-capmc-1                    | 2026/09/05 08:26:09 capmcd.go:170: Info: <-- 172.18.0.40:44124 HTTP POST /capmc/v1/get_power_cap_capabilities
cray-capmc-1                    | 2026/09/05 08:26:09 nodecap.go:88: Info: CAPMC Get Power Cap Capabilities - [1]
cray-capmc-1                    | 2026/09/05 08:26:09 [DEBUG] GET http://cray-smd:27779/hsm/v2/State/Components?nid=1
cray-capmc-1                    | 2026/09/05 08:26:09 capmcd.go:195: Info: --> 172.18.0.40:44124 HTTP 200 OK POST /capmc/v1/get_power_cap_capabilities (1.612202ms)
cray-capmc-1                    | 2026/09/05 08:26:09 capmcd.go:170: Info: <-- 172.18.0.40:44134 HTTP POST /capmc/v1/get_power_cap
cray-capmc-1                    | 2026/09/05 08:26:09 nodecap.go:266: Info: CAPMC Get Power Cap - [1]
cray-capmc-1                    | 2026/09/05 08:26:09 [DEBUG] GET http://cray-smd:27779/hsm/v2/State/Components?nid=1
cray-capmc-1                    | 2026/09/05 08:26:09 hsmapi.go:321: No components returned
cray-capmc-1                    | 2026/09/05 08:26:09 capmcd.go:195: Info: --> 172.18.0.40:44134 HTTP 200 OK POST /capmc/v1/get_power_cap (1.135871ms)
cray-capmc-1                    | 2026/09/05 08:26:20 capmcd.go:170: Info: <-- 172.18.0.40:39204 HTTP POST /capmc/v1/get_xname_status
cray-capmc-1                    | 2026/09/05 08:26:20 xnamectl.go:396: Info: Xname power command: status, filter: show_all (implied), xnames: [all]
cray-capmc-1                    | 2026/09/05 08:26:20 [DEBUG] GET http://cray-smd:27779/hsm/v2/State/Components?type=CabinetPDUPowerConnector&type=CabinetPDUOutlet&type=Chassis&type=RouterModule&type=HSNBoard&type=ComputeModule&type=Node
cray-capmc-1                    | 2026/09/05 08:26:20 [DEBUG] GET http://cray-smd:27779/hsm/v2/Inventory/ComponentEndpoints?id=x3000c0s5b0n0&id=x3000c0s6b0n0&id=x1000c0s1b0n0&id=x1000c0s1b0n1&id=x1000c0s7b0n0&id=x1000c0s7b0n1&id=x1000c0s2b0n0&id=x1000c0s2b0n1&id=x1000c0s4b0n0&id=x1000c0s4b0n1&id=x1000c0s7b1n0&id=x1000c0s7b1n1&id=x1000c0s3b0n0&id=x1000c0s3b0n1&id=x1000c0&id=x1000c0s0&id=x1000c0s2&id=x1000c0s4&id=x1000c0r3&id=x1000c0r6&id=x1000c0s1&id=x1000c0s6&id=x1000c0r0&id=x1000c0r2&id=x1000c0r4&id=x1000c0s5&id=x1000c0r1&id=x1000c0r5&id=x1000c0r7&id=x1000c0s3&id=x1000c0s7&id=x1000c0s5b1n0&id=x1000c0s5b1n1&id=x1000c0s4b1n1&id=x1000c0s4b1n0&id=x1000c0s6b1n0&id=x1000c0s6b1n1&id=x1000c0s0b0n0&id=x1000c0s0b0n1&id=x1000c0s0b1n0&id=x1000c0s0b1n1&id=x1000c0s3b1n0&id=x1000c0s3b1n1&id=x1000c0s2b1n0&id=x1000c0s2b1n1&id=x1000c0s1b1n0&id=x1000c0s1b1n1&id=x1000c0s5b0n0&id=x1000c0s5b0n1&id=x1000c0s6b0n0&id=x1000c0s6b0n1
cray-capmc-1                    | 2026/09/05 08:26:20 hsmapi.go:416: Warning: x1000c0r6 ComponentEndpoint w/o Component
cray-capmc-1                    | 2026/09/05 08:26:20 hsmapi.go:416: Warning: x1000c0r0 ComponentEndpoint w/o Component
cray-capmc-1                    | 2026/09/05 08:26:20 hsmapi.go:416: Warning: x1000c0r2 ComponentEndpoint w/o Component
cray-capmc-1                    | 2026/09/05 08:26:20 hsmapi.go:416: Warning: x1000c0r4 ComponentEndpoint w/o Component
cray-capmc-1                    | 2026/09/05 08:26:20 [DEBUG] POST http://cray-power-control:28007/power-status
cray-capmc-1                    | 2026/09/05 08:26:20 capmcd.go:195: Info: --> 172.18.0.40:39204 HTTP 200 OK POST /capmc/v1/get_xname_status (27.501447ms)
cray-capmc-1                    | 2026/09/05 08:26:20 capmcd.go:170: Info: <-- 172.18.0.40:39204 HTTP POST /capmc/v1/get_xname_status
cray-capmc-1                    | 2026/09/05 08:26:20 xnamectl.go:396: Info: Xname power command: status, filter: show_all (implied), xnames: [all]
cray-capmc-1                    | 2026/09/05 08:26:20 [DEBUG] GET http://cray-smd:27779/hsm/v2/State/Components?type=CabinetPDUPowerConnector&type=CabinetPDUOutlet&type=Chassis&type=RouterModule&type=HSNBoard&type=ComputeModule&type=Node
cray-capmc-1                    | 2026/09/05 08:26:20 [DEBUG] GET http://cray-smd:27779/hsm/v2/Inventory/ComponentEndpoints?id=x3000c0s5b0n0&id=x3000c0s6b0n0&id=x1000c0s1b0n0&id=x1000c0s1b0n1&id=x1000c0s7b0n0&id=x1000c0s7b0n1&id=x1000c0s2b0n0&id=x1000c0s2b0n1&id=x1000c0s4b0n0&id=x1000c0s4b0n1&id=x1000c0s7b1n0&id=x1000c0s7b1n1&id=x1000c0s3b0n0&id=x1000c0s3b0n1&id=x1000c0&id=x1000c0s0&id=x1000c0s2&id=x1000c0s4&id=x1000c0r3&id=x1000c0r6&id=x1000c0s1&id=x1000c0s6&id=x1000c0r0&id=x1000c0r2&id=x1000c0r4&id=x1000c0s5&id=x1000c0r1&id=x1000c0r5&id=x1000c0r7&id=x1000c0s3&id=x1000c0s7&id=x1000c0s5b1n0&id=x1000c0s5b1n1&id=x1000c0s4b1n1&id=x1000c0s4b1n0&id=x1000c0s6b1n0&id=x1000c0s6b1n1&id=x1000c0s0b0n0&id=x1000c0s0b0n1&id=x1000c0s0b1n0&id=x1000c0s0b1n1&id=x1000c0s3b1n0&id=x1000c0s3b1n1&id=x1000c0s2b1n0&id=x1000c0s2b1n1&id=x1000c0s1b1n0&id=x1000c0s1b1n1&id=x1000c0s5b0n0&id=x1000c0s5b0n1&id=x1000c0s6b0n0&id=x1000c0s6b0n1
cray-capmc-1                    | 2026/09/05 08:26:20 hsmapi.go:416: Warning: x1000c0r6 ComponentEndpoint w/o Component
cray-capmc-1                    | 2026/09/05 08:26:20 hsmapi.go:416: Warning: x1000c0r0 ComponentEndpoint w/o Component
cray-capmc-1                    | 2026/09/05 08:26:20 hsmapi.go:416: Warning: x1000c0r2 ComponentEndpoint w/o Component
cray-capmc-1                    | 2026/09/05 08:26:20 hsmapi.go:416: Warning: x1000c0r4 ComponentEndpoint w/o Component
cray-capmc-1                    | 2026/09/05 08:26:20 [DEBUG] POST http://cray-power-control:28007/power-status
cray-capmc-1                    | 2026/09/05 08:26:20 capmcd.go:195: Info: --> 172.18.0.40:39204 HTTP 200 OK POST /capmc/v1/get_xname_status (27.060382ms)
cray-capmc-1                    | 2026/09/05 08:26:20 capmcd.go:170: Info: <-- 172.18.0.40:39208 HTTP POST /capmc/v1/get_xname_status
cray-capmc-1                    | 2026/09/05 08:26:20 xnamectl.go:396: Info: Xname power command: status, filter: show_all (implied), xnames: [all]
cray-capmc-1                    | 2026/09/05 08:26:20 [DEBUG] GET http://cray-smd:27779/hsm/v2/State/Components?type=CabinetPDUPowerConnector&type=CabinetPDUOutlet&type=Chassis&type=RouterModule&type=HSNBoard&type=ComputeModule&type=Node
cray-capmc-1                    | 2026/09/05 08:26:20 capmcd.go:195: Info: --> 172.18.0.40:39208 HTTP 200 OK POST /capmc/v1/get_xname_status (1.735851ms)
cray-capmc-1                    | 2026/09/05 08:26:20 capmcd.go:170: Info: <-- 172.18.0.40:39208 HTTP POST /capmc/v1/get_xname_status
cray-capmc-1                    | 2026/09/05 08:26:20 xnamectl.go:396: Info: Xname power command: status, filter: show_all (implied), xnames: [all]
cray-capmc-1                    | 2026/09/05 08:26:20 [DEBUG] GET http://cray-smd:27779/hsm/v2/State/Components?type=CabinetPDUPowerConnector&type=CabinetPDUOutlet&type=Chassis&type=RouterModule&type=HSNBoard&type=ComputeModule&type=Node
cray-capmc-1                    | 2026/09/05 08:26:20 capmcd.go:195: Info: --> 172.18.0.40:39208 HTTP 200 OK POST /capmc/v1/get_xname_status (1.820889ms)
cray-capmc-1                    | 2026/09/05 08:26:20 capmcd.go:170: Info: <-- 172.18.0.40:39222 HTTP POST /capmc/v1/get_xname_status
cray-capmc-1                    | 2026/09/05 08:26:20 xnamectl.go:396: Info: Xname power command: status, filter: show_all (implied), xnames: [x3000c0s5b0n0]
cray-capmc-1                    | 2026/09/05 08:26:20 [DEBUG] GET http://cray-smd:27779/hsm/v2/State/Components?id=x3000c0s5b0n0&type=CabinetPDUPowerConnector&type=CabinetPDUOutlet&type=Chassis&type=RouterModule&type=HSNBoard&type=ComputeModule&type=Node
cray-capmc-1                    | 2026/09/05 08:26:20 capmcd.go:195: Info: --> 172.18.0.40:39222 HTTP 200 OK POST /capmc/v1/get_xname_status (1.949975ms)
cray-capmc-1                    | 2026/09/05 08:26:20 capmcd.go:170: Info: <-- 172.18.0.40:39226 HTTP POST /capmc/v1/get_xname_status
cray-capmc-1                    | 2026/09/05 08:26:20 xnamectl.go:396: Info: Xname power command: status, filter: show_all, xnames: [all]
cray-capmc-1                    | 2026/09/05 08:26:20 [DEBUG] GET http://cray-smd:27779/hsm/v2/State/Components?state=Halt&state=Off&state=On&state=Ready&state=Standby&type=CabinetPDUPowerConnector&type=CabinetPDUOutlet&type=Chassis&type=RouterModule&type=HSNBoard&type=ComputeModule&type=Node
cray-capmc-1                    | 2026/09/05 08:26:20 capmcd.go:195: Info: --> 172.18.0.40:39226 HTTP 200 OK POST /capmc/v1/get_xname_status (1.602085ms)
cray-capmc-1                    | 2026/09/05 08:26:21 capmcd.go:170: Info: <-- 172.18.0.40:39226 HTTP POST /capmc/v1/get_xname_status
cray-capmc-1                    | 2026/09/05 08:26:21 xnamectl.go:396: Info: Xname power command: status, filter: show_all, xnames: [all]
