time="2026-02-27T17:44:59Z" level=warning msg="/home/runner/work/hms-nightly-integration/hms-nightly-integration/hms-simulation-environment/docker-compose.yaml: the attribute `version` is obsolete, it will be ignored, please remove it to avoid potential confusion"
time="2026-02-27T17:44:59Z" level=warning msg="/home/runner/work/hms-nightly-integration/hms-nightly-integration/hms-simulation-environment/docker-compose.hardware.yaml: the attribute `version` is obsolete, it will be ignored, please remove it to avoid potential confusion"
api-gateway-1  | /docker-entrypoint.sh: /docker-entrypoint.d/ is not empty, will attempt to perform configuration
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:39:02] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.45 - - [27/Feb/2026 17:39:23] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:39:32] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:39:32] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:39:32] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.45 - - [27/Feb/2026 17:39:50] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:40:02] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:40:02] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:40:02] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:root:SubscriptionCollectionAPI init called
x1000c0s7b0-1                   | INFO:root:SubscriptionCollectionAPI GET called
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:40:22] "GET /redfish/v1/EventService/Subscriptions HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:root:SubscriptionAPI init called
x1000c0s7b0-1                   | INFO:root:SubscriptionAPI GET called
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:40:22] "GET /redfish/v1/EventService/Subscriptions/1 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:40:22] "[33mGET /redfish/v1/Registries/iLO HTTP/1.1[0m" 404 -
x1000c0s7b0-1                   | INFO:root:SubscriptionCollectionAPI init called
x1000c0s7b0-1                   | INFO:root:SubscriptionCollectionAPI GET called
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:40:22] "GET /redfish/v1/EventService/Subscriptions HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:root:SubscriptionAPI init called
x1000c0s7b0-1                   | INFO:root:SubscriptionAPI GET called
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:40:22] "GET /redfish/v1/EventService/Subscriptions/1 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:40:22] "[33mGET /redfish/v1/Registries/iLO HTTP/1.1[0m" 404 -
x1000c0s7b0-1                   | INFO:root:SubscriptionAPI init called
x1000c0s7b0-1                   | INFO:root:SubscriptionAPI GET called
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:40:22] "GET /redfish/v1/EventService/Subscriptions/2 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:40:22] "[33mGET /redfish/v1/Registries/iLO HTTP/1.1[0m" 404 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.45 - - [27/Feb/2026 17:40:22] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:40:32] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:40:32] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:40:32] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.45 - - [27/Feb/2026 17:40:52] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:41:02] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:41:02] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:41:02] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.45 - - [27/Feb/2026 17:41:24] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:41:32] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:41:32] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:41:32] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.45 - - [27/Feb/2026 17:41:55] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:root:SubscriptionCollectionAPI init called
x1000c0s7b0-1                   | INFO:root:SubscriptionCollectionAPI GET called
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:42:02] "GET /redfish/v1/EventService/Subscriptions HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:root:SubscriptionAPI init called
x1000c0s7b0-1                   | INFO:root:SubscriptionAPI GET called
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:42:02] "GET /redfish/v1/EventService/Subscriptions/1 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:42:02] "[33mGET /redfish/v1/Registries/iLO HTTP/1.1[0m" 404 -
x1000c0s7b0-1                   | INFO:root:SubscriptionCollectionAPI init called
x1000c0s7b0-1                   | INFO:root:SubscriptionCollectionAPI GET called
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:42:02] "GET /redfish/v1/EventService/Subscriptions HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:root:SubscriptionAPI init called
x1000c0s7b0-1                   | INFO:root:SubscriptionAPI GET called
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:42:02] "GET /redfish/v1/EventService/Subscriptions/1 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:42:02] "[33mGET /redfish/v1/Registries/iLO HTTP/1.1[0m" 404 -
x1000c0s7b0-1                   | INFO:root:SubscriptionAPI init called
x1000c0s7b0-1                   | INFO:root:SubscriptionAPI GET called
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:42:02] "GET /redfish/v1/EventService/Subscriptions/2 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:42:02] "[33mGET /redfish/v1/Registries/iLO HTTP/1.1[0m" 404 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:42:02] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:42:02] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:42:02] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.45 - - [27/Feb/2026 17:42:27] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:42:33] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:42:33] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:42:33] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.45 - - [27/Feb/2026 17:42:55] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:43:03] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:43:03] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:43:03] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.45 - - [27/Feb/2026 17:43:30] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:43:33] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:43:33] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:43:33] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:root:SubscriptionCollectionAPI init called
x1000c0s7b0-1                   | INFO:root:SubscriptionCollectionAPI GET called
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:43:42] "GET /redfish/v1/EventService/Subscriptions HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:root:SubscriptionAPI init called
x1000c0s7b0-1                   | INFO:root:SubscriptionAPI GET called
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:43:42] "GET /redfish/v1/EventService/Subscriptions/1 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:43:42] "[33mGET /redfish/v1/Registries/iLO HTTP/1.1[0m" 404 -
x1000c0s7b0-1                   | INFO:root:SubscriptionCollectionAPI init called
x1000c0s7b0-1                   | INFO:root:SubscriptionCollectionAPI GET called
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:43:42] "GET /redfish/v1/EventService/Subscriptions HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:root:SubscriptionAPI init called
x1000c0s7b0-1                   | INFO:root:SubscriptionAPI GET called
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:43:42] "GET /redfish/v1/EventService/Subscriptions/1 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:43:42] "[33mGET /redfish/v1/Registries/iLO HTTP/1.1[0m" 404 -
x1000c0s7b0-1                   | INFO:root:SubscriptionAPI init called
x1000c0s7b0-1                   | INFO:root:SubscriptionAPI GET called
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:43:42] "GET /redfish/v1/EventService/Subscriptions/2 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:43:42] "[33mGET /redfish/v1/Registries/iLO HTTP/1.1[0m" 404 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.45 - - [27/Feb/2026 17:44:00] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:44:03] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:44:03] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:44:03] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.45 - - [27/Feb/2026 17:44:32] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:44:33] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:44:33] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s7b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:44:33] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:41 [DEBUG] GET https://x1000c0s5b1/redfish/v1/Registries/iLO
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:41 [DEBUG] GET https://x1000c0s4b1/redfish/v1/EventService/Subscriptions/2
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:41 [DEBUG] GET https://x1000c0s6b0/redfish/v1/Registries/iLO
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:41 [DEBUG] GET https://x1000c0b0/redfish/v1/Registries/iLO
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:41 [DEBUG] GET https://x1000c0s0b0/redfish/v1/EventService/Subscriptions/2
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:41 [DEBUG] GET https://x1000c0s4b0/redfish/v1/Registries/iLO
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:41 [DEBUG] GET https://x1000c0s7b0/redfish/v1/Registries/iLO
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:41 [DEBUG] GET https://x1000c0s3b1/redfish/v1/EventService/Subscriptions/2
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:41 [DEBUG] GET https://x1000c0s6b1/redfish/v1/EventService/Subscriptions/2
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:41 [DEBUG] GET https://x3000c0s5b0/redfish/v1/Registries/iLO
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:41 [DEBUG] GET https://x1000c0s2b1/redfish/v1/Registries/iLO
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:42 [DEBUG] GET https://x1000c0s2b0/redfish/v1/EventService/Subscriptions/2
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:42 [DEBUG] GET https://x1000c0s5b1/redfish/v1/EventService/Subscriptions/2
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:41 [DEBUG] GET https://x1000c0s0b1/redfish/v1/Registries/iLO
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:41 [DEBUG] GET https://x1000c0s3b0/redfish/v1/Registries/iLO
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:41 [DEBUG] GET https://x3000c0s6b0/redfish/v1/EventService/Subscriptions/2
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:41 [DEBUG] GET https://x1000c0s1b0/redfish/v1/Registries/iLO
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:42 [DEBUG] GET https://x1000c0s0b0/redfish/v1/Registries/iLO
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:42 [DEBUG] GET https://x1000c0s4b1/redfish/v1/Registries/iLO
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:42 [DEBUG] GET https://x1000c0s5b0/redfish/v1/EventService/Subscriptions/2
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:42 [DEBUG] GET https://x1000c0s6b1/redfish/v1/Registries/iLO
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:42 [DEBUG] GET https://x1000c0s5b1/redfish/v1/Registries/iLO
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:42 [DEBUG] GET https://x3000c0s6b0/redfish/v1/Registries/iLO
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:42 [DEBUG] GET https://x1000c0s3b1/redfish/v1/Registries/iLO
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:42 [DEBUG] GET https://x1000c0s2b0/redfish/v1/Registries/iLO
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:42 [DEBUG] GET https://x1000c0s2b1/redfish/v1/EventService/Subscriptions/2
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:42 [DEBUG] GET https://x1000c0s5b0/redfish/v1/Registries/iLO
cray-hms-hmcollector-poll-1     | 2026/02/27 17:23:42 [DEBUG] GET https://x1000c0s2b1/redfish/v1/Registries/iLO
cray-hms-hmcollector-poll-1     | 2026/02/27 17:24:03 [DEBUG] GET http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints
x1000c0s1b0-1                   | INFO:root:SubscriptionAPI GET called
cray-hms-hmcollector-poll-1     | 2026/02/27 17:24:33 [DEBUG] GET http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints
cray-hms-hmcollector-poll-1     | 2026/02/27 17:25:03 [DEBUG] GET http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints
cray-hms-hmcollector-poll-1     | 2026/02/27 17:25:21 [DEBUG] GET https://x1000c0s7b0/redfish/v1/EventService/Subscriptions
cray-hms-hmcollector-poll-1     | 2026/02/27 17:25:21 [DEBUG] GET https://x1000c0s5b0/redfish/v1/EventService/Subscriptions
cray-hms-hmcollector-poll-1     | 2026/02/27 17:25:21 [DEBUG] GET https://x1000c0s0b1/redfish/v1/EventService/Subscriptions
cray-hms-hmcollector-poll-1     | 2026/02/27 17:25:21 [DEBUG] GET https://x1000c0s4b0/redfish/v1/EventService/Subscriptions
cray-hms-hmcollector-poll-1     | 2026/02/27 17:25:21 [DEBUG] GET https://x1000c0s7b1/redfish/v1/EventService/Subscriptions
cray-hms-hmcollector-poll-1     | 2026/02/27 17:25:21 [DEBUG] GET https://x1000c0s6b0/redfish/v1/EventService/Subscriptions
cray-hms-hmcollector-poll-1     | 2026/02/27 17:25:21 [DEBUG] GET https://x1000c0s0b0/redfish/v1/EventService/Subscriptions
cray-hms-hmcollector-poll-1     | 2026/02/27 17:25:21 [DEBUG] GET https://x3000c0s6b0/redfish/v1/EventService/Subscriptions
cray-hms-hmcollector-poll-1     | 2026/02/27 17:25:21 [DEBUG] GET https://x1000c0s6b1/redfish/v1/EventService/Subscriptions
cray-hms-hmcollector-poll-1     | 2026/02/27 17:25:21 [DEBUG] GET https://x1000c0s2b0/redfish/v1/EventService/Subscriptions
cray-hms-hmcollector-poll-1     | 2026/02/27 17:25:21 [DEBUG] GET https://x1000c0b0/redfish/v1/EventService/Subscriptions
cray-hms-hmcollector-poll-1     | 2026/02/27 17:25:21 [DEBUG] GET https://x1000c0s1b0/redfish/v1/EventService/Subscriptions
cray-hms-hmcollector-poll-1     | 2026/02/27 17:25:21 [DEBUG] GET https://x1000c0s3b0/redfish/v1/EventService/Subscriptions
cray-hms-hmcollector-poll-1     | 2026/02/27 17:25:21 [DEBUG] GET https://x1000c0s1b1/redfish/v1/EventService/Subscriptions
cray-hms-hmcollector-poll-1     | 2026/02/27 17:25:21 [DEBUG] GET https://x1000c0s4b1/redfish/v1/EventService/Subscriptions
cray-hms-hmcollector-poll-1     | 2026/02/27 17:25:21 [DEBUG] GET https://x1000c0s2b1/redfish/v1/EventService/Subscriptions
cray-hms-hmcollector-poll-1     | 2026/02/27 17:25:21 [DEBUG] GET https://x3000c0s5b0/redfish/v1/EventService/Subscriptions
cray-hms-hmcollector-poll-1     | 2026/02/27 17:25:21 [DEBUG] GET https://x1000c0s3b1/redfish/v1/EventService/Subscriptions
cray-hms-hmcollector-poll-1     | 2026/02/27 17:25:21 [DEBUG] GET https://x1000c0s5b1/redfish/v1/EventService/Subscriptions
cray-hms-hmcollector-poll-1     | 2026/02/27 17:25:21 [DEBUG] GET https://x1000c0s0b0/redfish/v1/EventService/Subscriptions/1
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:23:41] "GET /redfish/v1/EventService/Subscriptions/2 HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:23:42] "[33mGET /redfish/v1/Registries/iLO HTTP/1.1[0m" 404 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.45 - - [27/Feb/2026 17:23:54] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:23:57] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:23:57] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:23:57] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.45 - - [27/Feb/2026 17:24:24] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:24:27] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:24:27] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:24:27] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.45 - - [27/Feb/2026 17:24:56] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:24:57] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:24:58] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:24:58] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:root:SubscriptionCollectionAPI init called
x1000c0s1b0-1                   | INFO:root:SubscriptionCollectionAPI GET called
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:25:21] "GET /redfish/v1/EventService/Subscriptions HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:root:SubscriptionAPI init called
x1000c0s1b0-1                   | INFO:root:SubscriptionAPI GET called
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:25:21] "GET /redfish/v1/EventService/Subscriptions/1 HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:25:21] "[33mGET /redfish/v1/Registries/iLO HTTP/1.1[0m" 404 -
x1000c0s1b0-1                   | INFO:root:SubscriptionCollectionAPI init called
x1000c0s1b0-1                   | INFO:root:SubscriptionCollectionAPI GET called
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:25:21] "GET /redfish/v1/EventService/Subscriptions HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:root:SubscriptionAPI init called
x1000c0s1b0-1                   | INFO:root:SubscriptionAPI GET called
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:25:21] "GET /redfish/v1/EventService/Subscriptions/1 HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:25:21] "[33mGET /redfish/v1/Registries/iLO HTTP/1.1[0m" 404 -
x1000c0s1b0-1                   | INFO:root:SubscriptionAPI init called
x1000c0s1b0-1                   | INFO:root:SubscriptionAPI GET called
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:25:22] "GET /redfish/v1/EventService/Subscriptions/2 HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:25:22] "[33mGET /redfish/v1/Registries/iLO HTTP/1.1[0m" 404 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.45 - - [27/Feb/2026 17:25:22] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:25:28] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:25:28] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:25:28] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.45 - - [27/Feb/2026 17:25:50] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:25:58] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:25:58] "GET /redfish/v1/Systems/Node1 HTTP/1.1" 200 -
x1000c0s0b0-1                   | INFO:werkzeug:172.18.0.42 - - [27/Feb/2026 17:38:11] "GET /redfish/v1/Systems/Node1/Memory/DIMM15 HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:werkzeug:172.18.0.36 - - [27/Feb/2026 17:25:58] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:root:ResetAction_API POST called
x1000c0s0b0-1                   | INFO:werkzeug:172.18.0.42 - - [27/Feb/2026 17:38:11] "GET /redfish/v1/Systems/Node0/Memory/DIMM4 HTTP/1.1" 200 -
x1000c0s7b1-1                   | INFO:werkzeug:172.18.0.31 - - [27/Feb/2026 17:33:42] "GET /redfish/v1/EventService/Subscriptions HTTP/1.1" 200 -
x1000c0s1b0-1                   | INFO:root:{'ResetType': 'Off'}
x1000c0s7b1-1                   | INFO:root:SubscriptionAPI init called
x1000c0s1b0-1                   | INFO:root:Powering Off
x1000c0s5b1-1                   | INFO:root:ResetAction_API POST called
x1000c0s7b1-1                   | INFO:root:SubscriptionAPI GET called
